PFID Old Name,PFID New Name,Annotation,Map_Name,Map Link,Enzyme,E C,Synonyms List
PFL1720w,PF3D7_1235600,serine hydroxymethyltransferase_ SHMTc,Pyridoxal phosphate (Vitamin B6) metabolism,http://mpmp.huji.ac.il/maps/vitaminB6metpath.html,Glycine hydroxymethyltransferase,2.1.2.1,allothreonine aldolase_ L-serine hydroxymethyltransferase_ L-threonine aldolase_ serine aldolase_ serine hydroxymethylase_ serine hydroxymethyltransferase_ serine transhydroxymethylase_ threonine aldolase_ 
PFL1725w,PF3D7_1235700,ATP synthase subunit beta_ mitochondrial,Nuclear genes with mitochondrial signal sequences,http://mpmp.huji.ac.il/maps/nuclearGenes.html,ATP synthase beta chain_ mitochondrial precursor_ putative,3.6.3.14,ATP synthase_ bacterial Ca2+/Mg2+ ATPase_ chloroplast ATPase_ coupling factors (F0_ F1 and CF1)_ F(o)F1-ATPase_ F1-ATPase_ H+-transporting ATPase_ mitochondrial ATPase_ 
PFL1725w,PF3D7_1235700,ATP synthase subunit beta_ mitochondrial,S-Glutathionylated proteins,http://mpmp.huji.ac.il/maps/gluth_prot.html,ATP synthase beta chain_ mitochondrial precursor,3.6.3.14,ATP synthase_ bacterial Ca2+/Mg2+ ATPase_ chloroplast ATPase_ coupling factors (F0_ F1 and CF1)_ F(o)F1-ATPase_ F1-ATPase_ H+-transporting ATPase_ mitochondrial ATPase_ 
PFL1725w,PF3D7_1235700,ATP synthase subunit beta_ mitochondrial,Total palmitome of Plasmodium falciparum,http://mpmp.huji.ac.il/maps/palmito.html,ATP synthase beta chain_ mitochondrial precursor_ putative,3.6.3.14,ATP synthase_ bacterial Ca2+/Mg2+ ATPase_ chloroplast ATPase_ coupling factors (F0_ F1 and CF1)_ F(o)F1-ATPase_ F1-ATPase_ H+-transporting ATPase_ mitochondrial ATPase_ 
PFL1725w,PF3D7_1235700,ATP synthase subunit beta_ mitochondrial,Transporters of the mitochondrial and apicoplast membranes,http://mpmp.huji.ac.il/maps/mitochonApico.html,H+-ATPase,3.6.3.14,ATP synthase_ bacterial Ca2+/Mg2+ ATPase_ chloroplast ATPase_ coupling factors (F0_ F1 and CF1)_ F(o)F1-ATPase_ F1-ATPase_ H+-transporting ATPase_ mitochondrial ATPase_ 
PFL1725w,PF3D7_1235700,ATP synthase subunit beta_ mitochondrial,ATP synthase complex,http://mpmp.huji.ac.il/maps/ATP_synt.html,ATP synthase F1 b, ,
PFL1725w,PF3D7_1235700,ATP synthase subunit beta_ mitochondrial,S-nitrosylated proteins,http://mpmp.huji.ac.il/maps/nitrosylatedProt.html,ATP synthase beta chain_ mitochondrial precursor_ putative, ,
PFL1735c,PF3D7_1235900,pre-mRNA-splicing factor SYF1_ putative,Nucleotide excision repair,http://mpmp.huji.ac.il/maps/excisionrepair.html,XPA, ,
PFL1735c,PF3D7_1235900,pre-mRNA-splicing factor SYF1_ putative,Genes involved in excision-repair,http://mpmp.huji.ac.il/maps/ExcisionRepairTab.html,RNA-processing protein_ putative; H. sapiens XPA-binding protein 2, ,
PFL1740w,PF3D7_1236000,vesicle transport v-SNARE protein VTI1_ putative,Genes coding for protein traffic related proteins,http://priweb.cc.huji.ac.il/malaria//maps/prot_prot_traf.html,Conserved Plasmodium protein; Pfam - synaptobrevin; Vesicle transport v-SNARE protein VTI1., ,
PFL1745c,PF3D7_1236100,clustered-asparagine-rich protein,S-Glutathionylated proteins,http://mpmp.huji.ac.il/maps/gluth_prot.html,Clustered-asparagine-rich protein, ,
PFL1745c,PF3D7_1236100,clustered-asparagine-rich protein,S-nitrosylated proteins,http://mpmp.huji.ac.il/maps/nitrosylatedProt.html,Clustered-asparagine-rich protein, ,
PFL1745c,PF3D7_1236100,clustered-asparagine-rich protein,Phosphoproteome - Treeck et al 2011,http://mpmp.huji.ac.il/maps/phosph_treeck.html,clustered-asparagine-rich protein, ,
PFL1775c,PF3D7_1236700,s-adenosyl-methyltransferase_ putative,Methionine and Polyamine metabolism,http://mpmp.huji.ac.il/maps/methioninemetpath.html,S-adenosylmethionine-dependent methyltransferase,2.1.1.12,methionine methyltransferase_ S-adenosyl methionine:methionine methyl transferase_ S-adenosylmethionine transmethylase_ S-adenosylmethionine-methionine methyltransferase_ 
PFL1775c,PF3D7_1236700,s-adenosyl-methyltransferase_ putative,Nuclear genes with apicoplast signal sequences,http://mpmp.huji.ac.il/maps/apicoplastgenes.html,hypothetical protein_ conserved; S-adenosyl-dependent methyltransferase activity on membrane-located substrates in E. coli, ,
PFL1780w,PF3D7_1236800,protein-S-isoprenylcysteine O-methyltransferase_ putative,Nuclear genes with apicoplast signal sequences,http://mpmp.huji.ac.il/maps/apicoplastgenes.html,Protein-S-isoprenylcysteine O-methyltransferase_ putative,2.1.1.100,farnesyl cysteine C-terminal methyltransferase_ farnesyl-protein carboxymethyltransferase_ farnesylated protein C-terminal O-methyltransferase_ isoprenylated protein methyltransferase_ prenylated protein methyltransferase_ prenylcysteine carboxylmethyltransferase [misleading]_ prenylcysteine carboxymethyltransferase [misleading]_ prenylcysteine methyltransferase_ protein C-terminal farnesylcysteine O-methyltransferase_ protein S-farnesylcysteine C-terminal methyltransferase_ S-farnesylcysteine methyltransferase_ 
PFL1780w,PF3D7_1236800,protein-S-isoprenylcysteine O-methyltransferase_ putative,Terpenoid metabolism,http://mpmp.huji.ac.il/maps/Terpenoid.html,Protein-S-isoprenylcysteine O-methyltransferase,2.1.1.100,farnesyl cysteine C-terminal methyltransferase_ farnesyl-protein carboxymethyltransferase_ farnesylated protein C-terminal O-methyltransferase_ isoprenylated protein methyltransferase_ prenylated protein methyltransferase_ prenylcysteine carboxylmethyltransferase [misleading]_ prenylcysteine carboxymethyltransferase [misleading]_ prenylcysteine methyltransferase_ protein C-terminal farnesylcysteine O-methyltransferase_ protein S-farnesylcysteine C-terminal methyltransferase_ S-farnesylcysteine methyltransferase_ 
PFL1790w,PF3D7_1237000,sumo-activating enzyme subunit 2,The phosphoproteome of Plasmodium falciparum infected RBCs,http://mpmp.huji.ac.il/maps/phosphopr.html,Ubiquitin-activating enzyme, ,
PFL1790w,PF3D7_1237000,sumo-activating enzyme subunit 2,Post-translational modification �SUMOylation,http://mpmp.huji.ac.il/maps/SUMOylation.html,Uba2, ,
PFL1790w,PF3D7_1237000,sumo-activating enzyme subunit 2,Genes coding for components of the proteasome degradation machinery & their timed transcription,http://mpmp.huji.ac.il/maps/proteasome_new.html,Ubiquitin activating enzyme_ putative, ,
PFL1790w,PF3D7_1237000,sumo-activating enzyme subunit 2,Phosphoproteome - Treeck et al 2011,http://mpmp.huji.ac.il/maps/phosph_treeck.html,ubiquitin-activating enzyme_ putative, ,
PFL1790w,PF3D7_1237000,sumo-activating enzyme subunit 2,Generation of polyphosphates,http://mpmp.huji.ac.il/maps/gen_phosph.html,Ubiquitin activating enzyme E1, ,
PFL1820w,PF3D7_1237600,rRNA processing WD-repeat protein_ putative,Genes coding for components involved in ribosome assembly,http://mpmp.huji.ac.il/maps/Ribosomegenes.html,Conserved Plasmodium protein_ unknown function; PWP1_ Protein with WD-40 repeats involved in rRNA processing, ,
PFL1820w,PF3D7_1237600,rRNA processing WD-repeat protein_ putative,Maturation and export of 60S and 40S ribosomal subunits,http://mpmp.huji.ac.il/maps/riboMaturation.html,90S particles A, ,
PFL1825w,PF3D7_1237700,conserved Plasmodium membrane protein_ unknown function,Proteins of detergent-resistant membranes,http://mpmp.huji.ac.il/maps/DRM_prot.html,conserved Plasmodiuml protein; late stage exp, ,
PFL1830w,PF3D7_1237800,ubiquitin-like modifier hub1_ putative,Genes coding for components of the proteasome degradation machinery & their timed transcription,http://mpmp.huji.ac.il/maps/proteasome_new.html,Ubiquitin-like protein_ putative, ,
PFL1830w,PF3D7_1237800,ubiquitin-like modifier hub1_ putative,Model of the Ube2w/CHIP/Ataxin-3 Ubiquitination Cycle,http://mpmp.huji.ac.il/maps/CHIP_Atx-3.html,Ubiquitin Ub, ,
PFL1830w,PF3D7_1237800,ubiquitin-like modifier hub1_ putative,Models for ubiquitin (Ub) chain amputation and trimming in regulating proteasomal degradation,http://mpmp.huji.ac.il/maps/ub_amp_trim.html,Ubiquitin, ,
PFL1845c,PF3D7_1238100,calcyclin binding protein_ putative,Phosphoproteome - Treeck et al 2011,http://mpmp.huji.ac.il/maps/phosph_treeck.html,calcyclin binding protein_ putative, ,
PFL1845c,PF3D7_1238100,calcyclin binding protein_ putative,S-Glutathionylated proteins,http://mpmp.huji.ac.il/maps/gluth_prot.html,Calcyclin binding protein, ,
PFL1845c,PF3D7_1238100,calcyclin binding protein_ putative,Genes coding for components of the proteasome degradation machinery & their timed transcription,http://mpmp.huji.ac.il/maps/proteasome_new.html,Calcyclin binding protein_ putative, ,
PFL1845c,PF3D7_1238100,calcyclin binding protein_ putative,SCF (Skp1-Cullin-F-box) ubiquitin-ligase,http://mpmp.huji.ac.il/maps/SCF.html,Calcyclin Binding protein, ,
PFL1855w,PF3D7_1238300,cell cycle control protein_ putative,The phosphoproteome of Plasmodium falciparum infected RBCs,http://mpmp.huji.ac.il/maps/phosphopr.html,Cell cycle control protein, ,
PFL1855w,PF3D7_1238300,cell cycle control protein_ putative,Splicing of pre-mRNA,http://mpmp.huji.ac.il/maps/splicing.html,Cell cycle control protein Cwc22, ,
PFL1855w,PF3D7_1238300,cell cycle control protein_ putative,RNA Degradation Factors,http://mpmp.huji.ac.il/maps/RNA_DegFactors.html,Cell cycle control protein_ putative, ,
PFL1855w,PF3D7_1238300,cell cycle control protein_ putative,Phosphoproteome - Treeck et al 2011,http://mpmp.huji.ac.il/maps/phosph_treeck.html,cell cycle control protein_ putative, ,
PFL1855w,PF3D7_1238300,cell cycle control protein_ putative,Phosphoproteome - Lasonder et al 2011,http://mpmp.huji.ac.il/maps/phosph_Lasonder.html,cell cycle control protein_ putative, ,
PFL1870c,PF3D7_1238600,sphingomyelin phosphodiesterase_ putative,Phosphoproteome - Treeck et al 2011,http://mpmp.huji.ac.il/maps/phosph_treeck.html,sphingomyelin phosphodiesterase_ putative, ,
PFL1870c,PF3D7_1238600,sphingomyelin phosphodiesterase_ putative,Phosphoproteome - Pease et al 2013,http://mpmp.huji.ac.il/maps/phosph_Pease.html,sphingomyelin phosphodiesterase_ putative, ,
PFL1870c,PF3D7_1238600,sphingomyelin phosphodiesterase_ putative,Sphingomyelin and ceramide metabolism,http://mpmp.huji.ac.il/maps/sphingometpath.html,Sphingomyelin phosphodiesterase,3.1.4.12,neutral sphingomyelinase_ 
PFL1870c,PF3D7_1238600,sphingomyelin phosphodiesterase_ putative,The phosphoproteome of Plasmodium falciparum infected RBCs,http://mpmp.huji.ac.il/maps/phosphopr.html,Sphingomyelin phosphodiesterase,3.1.4.12,neutral sphingomyelinase_ 
PFL1880w,PF3D7_1238800,acyl-CoA synthetase,Modification of proteins by adenylylation and ADP-ribosylation,http://mpmp.huji.ac.il/maps/adenylyl.html,acyl-CoA synthetase, ,
PFL1880w,PF3D7_1238800,acyl-CoA synthetase,N-myristoylation_ S-acylation and prenylation of proteins,http://mpmp.huji.ac.il/maps/prenylation.html,Acyl-CoA synthetase,6.2.1.3,ACS3_ acyl coenzyme A synthetase_ acyl-activating enzyme_ acyl-CoA ligase_ acyl-CoA synthetase_ acyl-coenzyme A ligase_ arachidonyl-CoA synthetase_ FAA1_ fatty acid CoA ligase_ fatty acid elongase_ fatty acid thiokinase (long chain)_ fatty acyl-coenzyme A synthetase_ LCFA synthetase_ lignoceroyl-CoA synthase_ long chain fatty acyl-CoA synthetase_ long-chain acyl CoA synthetase_ long-chain acyl-CoA synthetase I_ long-chain acyl-CoA synthetase II_ long-chain acyl-coenzyme A synthetase_ long-chain fatty acyl coenzyme A synthetase_ oleoyl-CoA synthetase_ palmitoyl coenzyme A synthetase_ palmitoyl-CoA ligase_ palmitoyl-CoA synthase_ pristanoyl-CoA synthetase_ stearoyl-CoA synthetase_ thiokinase_ 
PFL1880w,PF3D7_1238800,acyl-CoA synthetase,Sphingomyelin and ceramide metabolism,http://mpmp.huji.ac.il/maps/sphingometpath.html,long-chain-fatty-acid-CoA ligase,6.2.1.3,ACS3_ acyl coenzyme A synthetase_ acyl-activating enzyme_ acyl-CoA ligase_ acyl-CoA synthetase_ acyl-coenzyme A ligase_ arachidonyl-CoA synthetase_ FAA1_ fatty acid CoA ligase_ fatty acid elongase_ fatty acid thiokinase (long chain)_ fatty acyl-coenzyme A synthetase_ LCFA synthetase_ lignoceroyl-CoA synthase_ long chain fatty acyl-CoA synthetase_ long-chain acyl CoA synthetase_ long-chain acyl-CoA synthetase I_ long-chain acyl-CoA synthetase II_ long-chain acyl-coenzyme A synthetase_ long-chain fatty acyl coenzyme A synthetase_ oleoyl-CoA synthetase_ palmitoyl coenzyme A synthetase_ palmitoyl-CoA ligase_ palmitoyl-CoA synthase_ pristanoyl-CoA synthetase_ stearoyl-CoA synthetase_ thiokinase_ 
PFL1880w,PF3D7_1238800,acyl-CoA synthetase,Phosphatidylethanolamine and phosphatidylserine metabolism,http://mpmp.huji.ac.il/maps/phserine.html,Acyl-CoA synthetase,6.2.1.3,ACS3_ acyl coenzyme A synthetase_ acyl-activating enzyme_ acyl-CoA ligase_ acyl-CoA synthetase_ acyl-coenzyme A ligase_ arachidonyl-CoA synthetase_ FAA1_ fatty acid CoA ligase_ fatty acid elongase_ fatty acid thiokinase (long chain)_ fatty acyl-coenzyme A synthetase_ LCFA synthetase_ lignoceroyl-CoA synthase_ long chain fatty acyl-CoA synthetase_ long-chain acyl CoA synthetase_ long-chain acyl-CoA synthetase I_ long-chain acyl-CoA synthetase II_ long-chain acyl-coenzyme A synthetase_ long-chain fatty acyl coenzyme A synthetase_ oleoyl-CoA synthetase_ palmitoyl coenzyme A synthetase_ palmitoyl-CoA ligase_ palmitoyl-CoA synthase_ pristanoyl-CoA synthetase_ stearoyl-CoA synthetase_ thiokinase_ 
PFL1880w,PF3D7_1238800,acyl-CoA synthetase,Fatty acids elongation in the endoplasmic reticulum,http://mpmp.huji.ac.il/maps/fa_elong.html,long-chain-fatty-acid-CoA ligase,6.2.1.3,ACS3_ acyl coenzyme A synthetase_ acyl-activating enzyme_ acyl-CoA ligase_ acyl-CoA synthetase_ acyl-coenzyme A ligase_ arachidonyl-CoA synthetase_ FAA1_ fatty acid CoA ligase_ fatty acid elongase_ fatty acid thiokinase (long chain)_ fatty acyl-coenzyme A synthetase_ LCFA synthetase_ lignoceroyl-CoA synthase_ long chain fatty acyl-CoA synthetase_ long-chain acyl CoA synthetase_ long-chain acyl-CoA synthetase I_ long-chain acyl-CoA synthetase II_ long-chain acyl-coenzyme A synthetase_ long-chain fatty acyl coenzyme A synthetase_ oleoyl-CoA synthetase_ palmitoyl coenzyme A synthetase_ palmitoyl-CoA ligase_ palmitoyl-CoA synthase_ pristanoyl-CoA synthetase_ stearoyl-CoA synthetase_ thiokinase_ 
PFL1880w,PF3D7_1238800,acyl-CoA synthetase,Fatty acid synthesis in the apicoplast,http://mpmp.huji.ac.il/maps/facidsynthesispath.html,Long-chain-fatty-acid-CoA ligase,6.2.1.3,ACS3_ acyl coenzyme A synthetase_ acyl-activating enzyme_ acyl-CoA ligase_ acyl-CoA synthetase_ acyl-coenzyme A ligase_ arachidonyl-CoA synthetase_ FAA1_ fatty acid CoA ligase_ fatty acid elongase_ fatty acid thiokinase (long chain)_ fatty acyl-coenzyme A synthetase_ LCFA synthetase_ lignoceroyl-CoA synthase_ long chain fatty acyl-CoA synthetase_ long-chain acyl CoA synthetase_ long-chain acyl-CoA synthetase I_ long-chain acyl-CoA synthetase II_ long-chain acyl-coenzyme A synthetase_ long-chain fatty acyl coenzyme A synthetase_ oleoyl-CoA synthetase_ palmitoyl coenzyme A synthetase_ palmitoyl-CoA ligase_ palmitoyl-CoA synthase_ pristanoyl-CoA synthetase_ stearoyl-CoA synthetase_ thiokinase_ 
PFL1880w,PF3D7_1238800,acyl-CoA synthetase,Utilization of phospholipids,http://mpmp.huji.ac.il/maps/utilPhospho.html,Acyl-CoA synthetase,6.2.1.3,ACS3_ acyl coenzyme A synthetase_ acyl-activating enzyme_ acyl-CoA ligase_ acyl-CoA synthetase_ acyl-coenzyme A ligase_ arachidonyl-CoA synthetase_ FAA1_ fatty acid CoA ligase_ fatty acid elongase_ fatty acid thiokinase (long chain)_ fatty acyl-coenzyme A synthetase_ LCFA synthetase_ lignoceroyl-CoA synthase_ long chain fatty acyl-CoA synthetase_ long-chain acyl CoA synthetase_ long-chain acyl-CoA synthetase I_ long-chain acyl-CoA synthetase II_ long-chain acyl-coenzyme A synthetase_ long-chain fatty acyl coenzyme A synthetase_ oleoyl-CoA synthetase_ palmitoyl coenzyme A synthetase_ palmitoyl-CoA ligase_ palmitoyl-CoA synthase_ pristanoyl-CoA synthetase_ stearoyl-CoA synthetase_ thiokinase_ 
PFL1880w,PF3D7_1238800,acyl-CoA synthetase,Phosphoproteome - Pease et al 2013,http://mpmp.huji.ac.il/maps/phosph_Pease.html,acyl-CoA synthetase_ PfACS11, ,
PFL1880w,PF3D7_1238800,acyl-CoA synthetase,Phosphoproteome - Lasonder et al 2011,http://mpmp.huji.ac.il/maps/phosph_Lasonder.html,acyl-CoA synthetase,6.2.1.3,ACS3_ acyl coenzyme A synthetase_ acyl-activating enzyme_ acyl-CoA ligase_ acyl-CoA synthetase_ acyl-coenzyme A ligase_ arachidonyl-CoA synthetase_ FAA1_ fatty acid CoA ligase_ fatty acid elongase_ fatty acid thiokinase (long chain)_ fatty acyl-coenzyme A synthetase_ LCFA synthetase_ lignoceroyl-CoA synthase_ long chain fatty acyl-CoA synthetase_ long-chain acyl CoA synthetase_ long-chain acyl-CoA synthetase I_ long-chain acyl-CoA synthetase II_ long-chain acyl-coenzyme A synthetase_ long-chain fatty acyl coenzyme A synthetase_ oleoyl-CoA synthetase_ palmitoyl coenzyme A synthetase_ palmitoyl-CoA ligase_ palmitoyl-CoA synthase_ pristanoyl-CoA synthetase_ stearoyl-CoA synthetase_ thiokinase_ 
PFL1880w,PF3D7_1238800,acyl-CoA synthetase,S-Glutathionylated proteins,http://mpmp.huji.ac.il/maps/gluth_prot.html,Acyl-CoA synthetase_ PfACS11,6.2.1.3,ACS3_ acyl coenzyme A synthetase_ acyl-activating enzyme_ acyl-CoA ligase_ acyl-CoA synthetase_ acyl-coenzyme A ligase_ arachidonyl-CoA synthetase_ FAA1_ fatty acid CoA ligase_ fatty acid elongase_ fatty acid thiokinase (long chain)_ fatty acyl-coenzyme A synthetase_ LCFA synthetase_ lignoceroyl-CoA synthase_ long chain fatty acyl-CoA synthetase_ long-chain acyl CoA synthetase_ long-chain acyl-CoA synthetase I_ long-chain acyl-CoA synthetase II_ long-chain acyl-coenzyme A synthetase_ long-chain fatty acyl coenzyme A synthetase_ oleoyl-CoA synthetase_ palmitoyl coenzyme A synthetase_ palmitoyl-CoA ligase_ palmitoyl-CoA synthase_ pristanoyl-CoA synthetase_ stearoyl-CoA synthetase_ thiokinase_ 
PFL1880w,PF3D7_1238800,acyl-CoA synthetase,Generation of polyphosphates,http://mpmp.huji.ac.il/maps/gen_phosph.html,Acyl-coenzyme A synthetase,6.2.1.3,ACS3_ acyl coenzyme A synthetase_ acyl-activating enzyme_ acyl-CoA ligase_ acyl-CoA synthetase_ acyl-coenzyme A ligase_ arachidonyl-CoA synthetase_ FAA1_ fatty acid CoA ligase_ fatty acid elongase_ fatty acid thiokinase (long chain)_ fatty acyl-coenzyme A synthetase_ LCFA synthetase_ lignoceroyl-CoA synthase_ long chain fatty acyl-CoA synthetase_ long-chain acyl CoA synthetase_ long-chain acyl-CoA synthetase I_ long-chain acyl-CoA synthetase II_ long-chain acyl-coenzyme A synthetase_ long-chain fatty acyl coenzyme A synthetase_ oleoyl-CoA synthetase_ palmitoyl coenzyme A synthetase_ palmitoyl-CoA ligase_ palmitoyl-CoA synthase_ pristanoyl-CoA synthetase_ stearoyl-CoA synthetase_ thiokinase_ 
PFL1880w,PF3D7_1238800,acyl-CoA synthetase,Total palmitome of Plasmodium falciparum,http://mpmp.huji.ac.il/maps/palmito.html,acyl-CoA synthetase_ PfACS11,6.2.1.3,ACS3_ acyl coenzyme A synthetase_ acyl-activating enzyme_ acyl-CoA ligase_ acyl-CoA synthetase_ acyl-coenzyme A ligase_ arachidonyl-CoA synthetase_ FAA1_ fatty acid CoA ligase_ fatty acid elongase_ fatty acid thiokinase (long chain)_ fatty acyl-coenzyme A synthetase_ LCFA synthetase_ lignoceroyl-CoA synthase_ long chain fatty acyl-CoA synthetase_ long-chain acyl CoA synthetase_ long-chain acyl-CoA synthetase I_ long-chain acyl-CoA synthetase II_ long-chain acyl-coenzyme A synthetase_ long-chain fatty acyl coenzyme A synthetase_ oleoyl-CoA synthetase_ palmitoyl coenzyme A synthetase_ palmitoyl-CoA ligase_ palmitoyl-CoA synthase_ pristanoyl-CoA synthetase_ stearoyl-CoA synthetase_ thiokinase_ 
PFL1885c,PF3D7_1238900,protein kinase 2,Phosphoproteome - Lasonder et al 2011,http://mpmp.huji.ac.il/maps/phosph_Lasonder.html,protein kinase 2,2.7.11.17,
PFL1885c,PF3D7_1238900,protein kinase 2,Phosphoproteome - Treeck et al 2011,http://mpmp.huji.ac.il/maps/phosph_treeck.html,protein kinase 2, ,
PFL1885c,PF3D7_1238900,protein kinase 2,Calcium � calmodulin activation of protein kinases,http://mpmp.huji.ac.il/maps/calmodulin.html,Cam-activated kinase,2.7.11.17,
PFL1885c,PF3D7_1238900,protein kinase 2,Protein kinase coding genes,http://mpmp.huji.ac.il/maps/Protein_kinases.html,Calcium/calmodulin-dependent protein kinase 2_ putative,2.7.11.17,
PFL1890c,PF3D7_1239000,HD superfamily phosphohydrolase protein,Purine metabolism,http://mpmp.huji.ac.il/maps/purinemetpath.html,3__5_-cyclic-nucleotide phosphodiesterase,3.1.4.17,3__ 5_-cyclic nucleoside monophosphate phosphodiesterase_ 3__5_-cyclonucleotide phosphodiesterase_ 3__5_-nucleotide phosphodiesterase_ 3_: 5_-monophosphate phosphodiesterase (cyclic CMP)_ 3_:5_-cyclic nucleotide 5_-nucleotidohydrolase_ cyclic 3__5_-mononucleotide phosphodiesterase_ cyclic 3__5_-nucleotide phosphodiesterase_ cyclic 3__5_-phosphodiesterase_ cyclic 3__5-nucleotide monophosphate phosphodiesterase_ cyclic nucleotide phosphodiesterase_ cytidine 3_:5_-monophosphate phosphodiesterase (cyclic CMP)_ nucleoside 3__5_-cyclic phosphate diesterase_ nucleoside-3__5-monophosphate phosphodiesterase_ PDE_ 
PFL1890c,PF3D7_1239000,HD superfamily phosphohydrolase protein,Phosphoproteome - Treeck et al 2011,http://mpmp.huji.ac.il/maps/phosph_treeck.html,HD superfamily phosphohydrolase protein, ,
PFL1895w,PF3D7_1239100,mitochondrial ribosomal protein L23 precursor_ putative,Ribosomal structure,http://mpmp.huji.ac.il/maps/ribosomeStruct.html,Mitochondrial ribosomal protein L23 precursor_ putative, ,
PFL1895w,PF3D7_1239100,mitochondrial ribosomal protein L23 precursor_ putative,Nuclear genes with mitochondrial signal sequences,http://mpmp.huji.ac.il/maps/nuclearGenes.html,Ribosomal protein L23_ putative, ,
PFL1900w,PF3D7_1239200,transcription factor with AP2 domain(s),DNA binding proteins with AP2 domain(s),http://mpmp.huji.ac.il/maps/DNAAP2.html,transcription factor with AP2 domain(s)_ putative, ,
PFL1900w,PF3D7_1239200,transcription factor with AP2 domain(s),Phosphoproteome - Treeck et al 2011,http://mpmp.huji.ac.il/maps/phosph_treeck.html,transcription factor with AP2 domain(s)_ putative, ,
PFL1900w,PF3D7_1239200,transcription factor with AP2 domain(s),Phosphoproteome - Pease et al 2013,http://mpmp.huji.ac.il/maps/phosph_Pease.html,transcription factor with AP2 domain(s)_ putative, ,
PFL1900w,PF3D7_1239200,transcription factor with AP2 domain(s),Phosphoproteome - Lasonder et al 2011,http://mpmp.huji.ac.il/maps/phosph_Lasonder.html,transcription factor with AP2 domain(s), ,
PFL1900w,PF3D7_1239200,transcription factor with AP2 domain(s),S-nitrosylated proteins,http://mpmp.huji.ac.il/maps/nitrosylatedProt.html,Transcription factor with AP2 domain(s)_ putative, ,
PFL1900w,PF3D7_1239200,transcription factor with AP2 domain(s),Transcription related proteins encoding genes,http://mpmp.huji.ac.il/maps/transcr_prot.html,ApiAP2 developmental TF (Trophozoite), ,
PFL1915w,PF3D7_1239500,DNA gyrase subunit B,Replication in prokaryotes � a model for apicoplast and mitochondion DNA replication,http://mpmp.huji.ac.il/maps/replProkar.html,Gyrase,5.99.1.3,deoxyribonucleate topoisomerase_ deoxyribonucleic topoisomerase_ DNA topoisomerase II_ DNA-gyrase_ topoisomerase_ type II DNA topoisomerase_ 
PFL1915w,PF3D7_1239500,DNA gyrase subunit B,Nuclear genes with apicoplast signal sequences,http://mpmp.huji.ac.il/maps/apicoplastgenes.html,DNA gyrase subunit b_ putative,5.99.1.3,deoxyribonucleate topoisomerase_ deoxyribonucleic topoisomerase_ DNA topoisomerase II_ DNA-gyrase_ topoisomerase_ type II DNA topoisomerase_ 
PFL1920c,PF3D7_1239600,hydroxyethylthiazole kinase_ putative,Nuclear genes with mitochondrial signal sequences,http://mpmp.huji.ac.il/maps/nuclearGenes.html,Hydroxyethylthiazole kinase,2.7.1.50,4-methyl-5-(beta-hydroxyethyl)thiazole kinase_ hydroxyethylthiazole kinase (phosphorylating)_ 
PFL1920c,PF3D7_1239600,hydroxyethylthiazole kinase_ putative,Thiamine metabolism,http://mpmp.huji.ac.il/maps/thiaminemetpath.html,Hydroxyethylthiazole kinase,2.7.1.50,4-methyl-5-(beta-hydroxyethyl)thiazole kinase_ hydroxyethylthiazole kinase (phosphorylating)_ 
PFL1920c,PF3D7_1239600,hydroxyethylthiazole kinase_ putative,Total palmitome of Plasmodium falciparum,http://mpmp.huji.ac.il/maps/palmito.html,hydroxyethylthiazole kinase_ putative,2.7.1.50,4-methyl-5-(beta-hydroxyethyl)thiazole kinase_ hydroxyethylthiazole kinase (phosphorylating)_ 
PFL1925w,PF3D7_1239700,atp-dependent zinc metalloprotease ftsh 1,Total palmitome of Plasmodium falciparum,http://mpmp.huji.ac.il/maps/palmito.html,ATP-dependent zinc metalloprotease FTSH 1, ,
PFL1925w,PF3D7_1239700,atp-dependent zinc metalloprotease ftsh 1,Nuclear genes with mitochondrial signal sequences,http://mpmp.huji.ac.il/maps/nuclearGenes.html,ATP-dependent zinc metalloprotease FTSH 1, ,
PFL1925w,PF3D7_1239700,atp-dependent zinc metalloprotease ftsh 1,Peptidases and proteases,http://mpmp.huji.ac.il/maps/proteases.html,ATP-dependent zinc metalloprotease FTSH 1, ,
PFL1930w,PF3D7_1239800,conserved Plasmodium protein_ unknown function,The ATG autophagic pathway,http://mpmp.huji.ac.il/maps/ATG_Autop.html,Atg11, ,
PFL1935c,PF3D7_1239900,vesicle fusion and protein sorting subunit 16_ putative,Large Tethering Complexes that Act in the Secretory and Endocytic Pathways,http://priweb.cc.huji.ac.il/malaria//maps/largeTethering.html,VPS16, ,
PFL1940w,PF3D7_1240000,3-hydroxyisobutyryl-coenzyme A hydrolase_ putative,Phosphoproteome - Pease et al 2013,http://mpmp.huji.ac.il/maps/phosph_Pease.html,3-hydroxyisobutyryl-coenzyme A hydrolase_ putative, ,
PFL1940w,PF3D7_1240000,3-hydroxyisobutyryl-coenzyme A hydrolase_ putative,Phosphoproteome - Treeck et al 2011,http://mpmp.huji.ac.il/maps/phosph_treeck.html,3-hydroxyisobutyryl-coenzyme A hydrolase_ putative, ,
