Geneid	Chr	Start	End	Strand	Length	hisat2/Ap20-GFP-SFC-16h-R1.bam	hisat2/Ap20-GFP-SFC-16h-R2.bam	hisat2/Ap20-GFP-SFC-4h-R1.bam	hisat2/Ap20-GFP-SFC-4h-R2.bam	hisat2/Ap20-GFP-SFC-8h-R1.bam	hisat2/Ap20-GFP-SFC-8h-R2.bam	hisat2/GFPcon-16hr-R1.bam	hisat2/GFPcon-16hr-R2.bam	hisat2/GFPcon-4hr-R1.bam	hisat2/GFPcon-4hr-R2.bam	hisat2/GFPcon-8hr-R1_S9.bam	hisat2/GFPcon-8hr-R2.bam	hisat2/RM-10_S417.bam	hisat2/RM-1_S408.bam	hisat2/RM-2_S409.bam	hisat2/RM-3_S410.bam	hisat2/RM-4_S411.bam	hisat2/RM-5_S412.bam	hisat2/RM-6_S413.bam	hisat2/RM-7_S414.bam	hisat2/RM-8_S415.bam	hisat2/RM-9_S416.bam	hisat2/F-1_SRR5260552.bam	hisat2/F-2_SRR5260551.bam	hisat2/F-3_SRR5260550.bam	hisat2/F1_21725_8_4.bam	hisat2/F2_21725_8_5.bam	hisat2/F3_21725_8_6.bam
PBANKA_0306100	PbANKA_03_v3	209919	218189	+	8271	12	30	127	64	121	55	65	15	43	1	82	58	2	46	3615	1032	466	73	208	48	12	51	34	19	26	375	477	214
PBANKA_1036200	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	1471796;1472208;1472605	1471872;1472399;1472659	-;-;-	324	656	3180	53	54	454	69	644	233	208	0	165	57	2	38	48	25	10	12	5	92	9	14	158	215	221	173	247	214
PBANKA_1028900	PbANKA_10_v3	1177384	1178814	-	1431	1196	6251	98	65	627	117	1723	287	128	3	296	84	5	93	110	42	31	44	19	239	36	64	94	118	149	324	205	214
PBANKA_0111000	PbANKA_01_v3	430565	431569	-	1005	12	42	23	8	88	20	48	12	1	1	42	8	0	29	43	16	7	7	12	17	2	2	30	55	51	201	116	214
PBANKA_1331100	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	1250556;1250782;1251088	1250564;1250909;1251229	+;+;+	279	134	483	39	34	133	40	177	80	149	0	76	42	0	40	49	22	3	6	11	76	8	9	400	407	536	221	205	213
PBANKA_1009700	PbANKA_10_v3	447652	448698	+	1047	21	34	33	20	43	19	58	13	23	0	43	21	1	64	628	182	76	15	23	89	5	10	69	69	84	288	187	213
PBANKA_0805400	PbANKA_08_v3	271406	271615	-	210	75	189	19	13	35	9	81	14	10	1	31	12	0	29	59	11	7	10	2	73	5	16	145	182	160	214	182	213
PBANKA_0309600	PbANKA_03_v3	342233	343264	-	1032	53	183	10	9	55	8	58	7	18	1	25	13	0	18	70	22	15	0	6	36	2	0	64	57	66	185	154	213
PBANKA_0111100	PbANKA_01_v3	432195	433178	-	984	536	1718	101	83	507	105	1005	203	36	0	281	97	0	234	94	40	37	95	44	562	24	54	54	57	60	295	272	212
PBANKA_0621100	PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3	838503;838919;839109	838733;838991;839245	+;+;+	441	15	149	21	6	50	4	62	8	18	0	21	5	3	26	74	23	9	8	16	53	2	7	107	131	122	215	255	212
PBANKA_1242900	PbANKA_12_v3	1621229	1622917	-	1689	341	886	144	102	322	81	845	195	113	1	289	98	5	415	122	48	50	278	92	502	36	60	62	59	64	322	235	212
PBANKA_1130300	PbANKA_11_v3	1149910	1150416	+	507	279	774	89	47	319	99	777	168	113	0	321	90	3	162	145	52	32	17	33	334	17	25	110	172	193	314	203	212
PBANKA_0700081	PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3	22956;23132;24097	23042;23989;24111	-;-;-	960	44	56	3	2	13	1	16	3	1	0	4	4	0	10	10	6	3	1	0	21	0	2	17	18	45	125	123	212
PBANKA_1439800	PbANKA_14_v3;PbANKA_14_v3	1506882;1507337	1507155;1507392	-;-	330	214	457	23	22	94	18	108	49	173	1	75	21	0	30	169	40	23	14	8	58	7	19	109	146	184	193	192	211
PBANKA_0828300	PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3	1098327;1098712;1098988;1099275;1099578	1098397;1098789;1099111;1099316;1099601	-;-;-;-;-	339	873	1338	98	85	411	347	737	964	304	2	552	240	1	35	190	62	30	20	6	98	7	16	158	177	177	277	171	211
PBANKA_1019360	PbANKA_10_v3	805030	805128	-	99	166	1234	58	41	439	65	383	63	17	0	104	58	0	63	38	32	8	3	14	133	10	20	36	30	31	232	143	211
PBANKA_0412100	PbANKA_04_v3	430838	431764	-	927	751	1093	354	186	786	263	739	452	505	0	442	216	0	66	321	100	49	10	7	103	2	2	363	404	464	219	219	210
PBANKA_1326800	PbANKA_13_v3;PbANKA_13_v3	1068387;1068876	1068431;1069865	+;+	1035	4	20	34	21	50	29	38	36	121	1	66	42	0	10	196	56	28	1	5	8	0	0	143	154	190	173	227	209
PBANKA_0918700	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	696116;696365;696526;696737;696981	696211;696418;696600;696799;698543	-;-;-;-;-	1851	8	33	5	9	11	7	14	3	11	1	4	9	0	16	74	39	20	11	13	24	7	10	164	145	138	300	318	207
PBANKA_0621200	PbANKA_06_v3	839885	842257	+	2373	16	83	31	21	47	25	84	26	17	0	24	26	0	30	459	159	89	74	57	111	9	15	60	86	97	204	225	207
PBANKA_0513500	PbANKA_05_v3	516238	516579	-	342	20	38	10	11	33	8	30	3	9	0	30	10	0	15	88	41	10	4	7	18	2	7	30	32	29	279	142	207
PBANKA_1212800	PbANKA_12_v3	487182	488156	+	975	91	448	9	12	32	9	130	31	10	1	7	3	2	24	19	7	4	17	8	38	1	4	112	147	139	258	224	206
PBANKA_1350900	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	1936539;1936717;1936976;1937173;1937650;1937767;1938005;1938315	1936590;1936866;1937055;1937519;1937683;1937853;1938104;1938370	+;+;+;+;+;+;+;+	906	180	852	40	24	172	40	285	102	46	0	65	31	0	59	26	5	3	11	7	81	11	11	111	133	188	368	206	206
PBANKA_0708600	PbANKA_07_v3	346229	347407	+	1179	127	373	40	37	145	24	397	63	16	0	92	29	0	98	50	18	9	52	25	167	10	25	107	110	141	215	202	206
PBANKA_0830500	PbANKA_08_v3	1156554	1156850	-	297	33	100	18	3	26	11	30	4	5	1	11	2	0	34	28	11	7	1	7	52	3	0	53	52	58	192	114	206
PBANKA_0617700	PbANKA_06_v3;PbANKA_06_v3	744860;745272	745090;745403	+;+	363	319	1094	45	41	139	42	250	114	108	1	80	32	0	24	33	21	6	20	4	34	4	7	133	174	228	224	161	205
PBANKA_0832100	PbANKA_08_v3	1221774	1223417	+	1644	74	126	41	37	48	30	128	112	61	0	48	32	0	67	72	27	16	19	19	178	5	5	29	30	35	402	155	204
PBANKA_0607500	PbANKA_06_v3;PbANKA_06_v3	368568;368978	368816;369181	-;-	453	32	70	12	8	32	15	34	26	29	2	10	8	0	12	18	7	4	3	12	31	1	6	32	58	68	195	140	203
PBANKA_0927700	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	1020481;1020684;1025894;1026035;1026303;1026596	1020593;1025790;1025941;1026172;1026503;1026658	+;+;+;+;+;+	5670	19	58	573	287	293	230	152	58	291	2	351	296	1	33	8192	2322	876	260	173	71	19	60	108	46	73	140	255	202
PBANKA_0207900	PbANKA_02_v3;PbANKA_02_v3	277689;278058	277899;278269	+;+	423	308	1302	56	44	159	34	222	50	25	0	72	35	0	42	30	15	5	4	16	94	7	7	66	49	50	286	139	202
PBANKA_1453600	PbANKA_14_v3;PbANKA_14_v3	2059235;2060037	2059873;2060210	+;+	813	111	263	58	34	131	64	144	98	124	1	53	34	0	23	44	37	9	0	10	55	4	4	205	220	282	215	194	201
PBANKA_0923900	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	858899;859152;859530	858995;859253;859759	+;+;+	429	95	225	25	7	75	10	108	23	16	0	31	9	0	26	36	11	9	6	15	78	4	7	70	127	124	216	155	201
PBANKA_1307200	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	352955;353212;353415	353015;353291;353579	+;+;+	306	55	177	23	15	72	15	36	27	50	0	17	5	0	16	28	12	6	3	3	41	0	4	130	202	230	202	142	201
PBANKA_1454700	PbANKA_14_v3	2120748	2122409	-	1662	4	8	12	6	9	5	15	3	7	1	8	4	6	22	62	25	15	5	7	22	2	4	81	97	107	253	244	199
PBANKA_1000500	PbANKA_10_v3;PbANKA_10_v3	60958;61134	61040;62961	-;-	1911	15	52	72	39	113	80	87	44	116	0	58	51	9	19	125	37	22	1	10	48	2	7	297	354	428	173	228	199
PBANKA_1217100	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	653986;654208;654464;655089	654055;654256;654999;655393	-;-;-;-	960	49	98	55	29	98	52	83	83	98	0	66	38	0	29	157	53	14	4	7	47	1	14	99	119	113	274	234	198
PBANKA_0911200	PbANKA_09_v3;PbANKA_09_v3	419786;420364	420191;420467	+;+	510	263	649	97	64	198	105	248	202	110	0	132	65	0	52	114	20	11	5	11	80	6	10	133	169	209	266	223	197
PBANKA_0607200	PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3	352453;353664;353850	353547;353744;353873	+;+;+	1200	19	61	12	5	46	10	38	7	8	0	15	13	0	27	65	28	14	7	12	55	2	4	56	45	46	191	156	197
PBANKA_0701000	PbANKA_07_v3;PbANKA_07_v3;PbANKA_07_v3	80106;80516;80827	80276;80824;81612	+;+;+	1266	20	20	26	25	99	48	83	36	93	0	53	27	0	50	155	50	33	18	37	49	7	21	97	279	260	236	255	196
PBANKA_0524400	PbANKA_05_v3;PbANKA_05_v3	897165;898199	897974;898375	-;-	987	19	54	35	20	79	27	81	29	52	0	44	23	0	23	87	25	10	7	8	23	0	4	111	199	209	161	184	196
PBANKA_0935100	PbANKA_09_v3	1280052	1280885	-	834	28	126	23	14	36	15	98	20	8	1	30	15	0	97	42	24	10	7	23	136	2	3	29	32	23	206	159	196
PBANKA_0614300	PbANKA_06_v3;PbANKA_06_v3	604933;605323	605208;606645	+;+	1599	30	143	29	12	42	40	85	59	33	0	46	20	0	32	72	33	22	12	9	51	4	4	38	61	60	197	128	196
PBANKA_1026700	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	1099945;1100156;1100487;1100757	1100022;1100348;1100640;1101000	-;-;-;-	669	108	361	104	63	230	78	232	71	224	0	192	65	0	35	348	120	52	18	17	59	5	15	170	165	179	189	214	195
PBANKA_0906800	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	224361;224536;224750	224421;224605;225320	+;+;+	702	177	778	36	18	162	23	323	52	5	1	77	25	6	114	78	23	9	122	21	233	5	5	37	23	14	212	186	195
PBANKA_1360600	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	2307472;2307778;2308033;2308266;2308733;2308952;2309176	2307643;2307826;2308139;2308465;2308827;2309052;2309219	+;+;+;+;+;+;+	768	25	168	93	36	134	48	119	49	185	2	78	48	1	31	185	77	21	2	5	26	2	7	128	135	149	147	123	195
PBANKA_0304300	PbANKA_03_v3	136142	137515	+	1374	40	147	10	7	20	7	100	23	15	1	11	7	0	14	57	13	9	44	5	78	5	5	136	119	153	191	185	194
PBANKA_1010400	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	484969;485161;485305;485586	485008;485205;485475;486163	+;+;+;+	834	401	891	205	186	431	184	892	547	199	0	332	125	0	91	65	21	8	35	20	236	12	18	197	135	129	249	173	194
PBANKA_0819600	PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3	783662;785321;785543;785724	784947;785429;785622;785781	+;+;+;+	1533	178	586	191	121	734	263	1123	318	458	1	512	137	7	383	239	158	138	179	115	633	47	64	843	792	785	170	144	194
PBANKA_1308900	PbANKA_13_v3	422991	426197	-	3207	43	124	22	21	80	28	106	41	24	0	39	20	0	23	86	31	18	55	6	45	2	6	139	245	271	197	190	193
PBANKA_0812400	PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3	550290;555788;559490	555612;559303;559914	+;+;+	9264	12	25	10	13	24	4	13	6	6	4	4	6	1	27	68	17	11	4	17	36	3	4	188	160	196	183	189	193
PBANKA_0829200	PbANKA_08_v3	1120387	1121058	+	672	307	1132	104	77	650	216	848	471	81	0	220	81	3	117	79	29	16	8	13	169	9	14	41	77	82	232	169	193
PBANKA_0502400	PbANKA_05_v3	86641	87399	+	759	4	15	26	14	47	10	31	12	32	0	24	16	3	12	281	95	40	6	9	14	0	2	27	42	43	135	144	193
PBANKA_1212600	PbANKA_12_v3;PbANKA_12_v3	474993;475430	475220;477688	+;+	2487	6	25	115	58	72	44	43	23	151	2	72	40	0	23	1096	290	128	10	33	21	2	12	102	56	110	220	256	192
PBANKA_1409400	PbANKA_14_v3	412696	413598	+	903	194	195	46	43	110	84	183	151	167	0	134	42	0	30	58	20	8	6	14	68	5	2	175	205	251	238	215	192
PBANKA_0411000	PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3;PbANKA_04_v3	397669;397911;398159;398346;398581	397755;398031;398212;398416;398799	-;-;-;-;-	552	3	12	7	2	9	6	16	1	5	0	2	3	0	14	30	11	2	5	4	17	1	0	43	36	43	202	158	192
PBANKA_1316700	PbANKA_13_v3	701590	704052	-	2463	3	5	8	4	19	6	19	7	12	1	1	5	0	9	41	14	2	8	8	10	0	6	36	56	60	131	125	192
PBANKA_1421300	PbANKA_14_v3	849481	850449	+	969	90	265	32	18	70	20	131	37	29	0	59	28	0	29	154	58	15	12	12	24	2	6	169	227	280	184	173	191
PBANKA_0826100	PbANKA_08_v3	1006011	1007678	-	1668	7	41	0	2	5	3	32	3	0	1	2	1	0	21	56	14	8	78	10	42	5	12	3	10	18	157	174	190
PBANKA_1243300	PbANKA_12_v3	1631867	1632475	-	609	341	680	132	116	287	93	687	330	226	0	166	66	0	63	41	14	17	13	9	113	4	11	186	209	269	281	167	190
PBANKA_0412000	PbANKA_04_v3	428593	429726	-	1134	3	8	3	4	10	5	11	5	2	0	1	3	0	27	36	8	11	3	25	45	2	6	18	11	17	269	160	190
PBANKA_1442900	PbANKA_14_v3	1636165	1638480	+	2316	11	37	19	10	22	15	35	13	12	1	13	5	0	20	58	12	9	1	6	20	0	1	78	80	83	204	211	189
PBANKA_1356200	PbANKA_13_v3	2122254	2123813	+	1560	23	148	23	32	67	30	36	32	47	0	28	10	4	20	62	18	13	13	12	23	6	15	99	130	168	141	163	189
PBANKA_0309500	PbANKA_03_v3;PbANKA_03_v3	340792;341343	341006;341874	+;+	747	361	1006	51	37	271	111	679	400	158	0	212	68	0	53	27	26	6	16	16	97	17	28	31	50	42	314	135	189
PBANKA_1209300	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	355181;355379;356309;356535;356712	355246;356133;356404;356583;356774	+;+;+;+;+	1029	13	35	29	23	55	15	51	15	13	0	49	10	0	41	124	38	10	2	13	49	1	1	98	132	113	147	191	188
PBANKA_0517900	PbANKA_05_v3;PbANKA_05_v3;PbANKA_05_v3;PbANKA_05_v3;PbANKA_05_v3	654098;654367;654599;654743;654974	654194;654431;654634;654777;655163	-;-;-;-;-	423	10	40	30	21	85	25	69	22	176	2	41	27	4	27	60	17	12	1	8	26	2	4	497	543	497	165	170	188
PBANKA_0835900	PbANKA_08_v3	1318685	1318903	-	219	212	1062	41	50	338	56	538	169	97	0	129	33	0	90	73	26	24	23	28	185	33	64	85	103	142	217	166	188
PBANKA_0504700	PbANKA_05_v3	182380	183678	+	1299	27	109	24	18	65	32	117	34	6	1	43	22	9	125	83	50	43	53	75	277	13	31	38	47	69	174	128	188
PBANKA_1223400	PbANKA_12_v3;PbANKA_12_v3	885601;886580	886415;887000	-;-	1236	36	210	45	16	80	27	57	15	31	0	49	20	0	40	398	125	53	11	23	39	3	10	32	43	42	167	164	187
PBANKA_0613600	PbANKA_06_v3	583843	585345	+	1503	67	334	27	20	139	29	134	31	29	2	38	17	0	27	35	16	11	9	10	41	4	3	98	132	127	129	121	187
PBANKA_0935400	PbANKA_09_v3	1287131	1288198	-	1068	59	244	21	7	69	19	73	18	8	0	25	8	5	33	50	14	4	8	12	53	0	2	70	77	116	286	212	186
PBANKA_1363400	PbANKA_13_v3;PbANKA_13_v3	2408966;2409737	2409611;2409837	+;+	747	50	119	43	26	96	26	95	24	19	0	37	11	0	54	49	20	9	3	12	50	1	5	75	66	60	241	170	186
PBANKA_0112500	PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3	489776;490138;490325;490561	489937;490210;490416;492033	-;-;-;-	1800	4	15	48	26	162	31	43	7	28	0	29	19	0	17	125	36	15	6	17	4	2	2	55	114	106	158	147	186
PBANKA_0817800	PbANKA_08_v3	721608	721754	+	147	97	321	62	42	97	65	161	119	55	1	52	42	0	21	36	14	6	5	11	55	2	6	140	146	194	212	144	186
PBANKA_0101000	PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3	61396;62165;62562	61961;62282;62666	+;+;+	789	36	103	14	21	57	41	33	32	25	1	37	26	0	4	38	12	2	9	6	10	2	3	83	165	247	196	141	186
PBANKA_1120500	PbANKA_11_v3	763526	764626	+	1101	1	9	8	4	10	3	9	2	5	0	10	3	0	5	30	6	4	0	7	1	0	1	39	55	30	136	157	185
PBANKA_1315800	PbANKA_13_v3	671232	672251	+	1020	8	15	1	9	8	2	16	4	3	1	9	2	0	11	24	3	2	2	3	27	0	1	23	26	22	223	119	185
PBANKA_0915100	PbANKA_09_v3	576974	578095	-	1122	43	99	26	16	46	13	70	25	4	0	16	10	1	69	10	10	2	7	17	114	2	7	14	17	13	544	212	184
PBANKA_0800500	PbANKA_08_v3	29721	31667	+	1947	356034	473920	20098	13497	139298	82876	646099	499711	36178	3	153942	45812	334	13737	69	263	455	13707	359	41600	4490	8830	109	138	132	302	202	184
PBANKA_1136500	PbANKA_11_v3	1372493	1373620	-	1128	18	22	20	23	29	11	30	5	4	0	21	11	0	62	46	9	6	6	14	60	0	1	165	123	156	156	141	184
PBANKA_0825100	PbANKA_08_v3	973452	976097	+	2646	94	531	47	36	104	34	599	89	22	1	148	53	0	216	86	50	33	134	52	455	12	16	91	110	127	224	136	184
PBANKA_1221700	PbANKA_12_v3	832421	832939	-	519	502	1713	74	55	254	26	477	76	63	0	103	46	0	131	49	19	18	12	14	234	3	3	65	93	120	182	126	184
PBANKA_1110300	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	409972;410428;410674;410918;411119;411301;412127;412373;412549;412724;412885;413031	410266;410543;410825;411003;411192;411928;412287;412462;412636;412805;412942;413111	+;+;+;+;+;+;+;+;+;+;+;+	1911	36	131	485	220	427	257	334	177	606	0	440	361	11	23	1075	378	142	39	53	30	17	32	245	183	233	172	248	182
PBANKA_1438700	PbANKA_14_v3	1474256	1475188	+	933	113	341	30	18	69	15	140	55	35	0	34	11	0	44	34	9	8	12	3	71	5	5	74	81	94	199	199	182
PBANKA_1346500	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	1817750;1817959;1818360;1818662	1817795;1818169;1818572;1818857	-;-;-;-	666	380	1124	54	28	287	73	398	182	84	0	121	32	0	64	25	10	7	13	6	150	2	15	73	143	128	205	148	182
PBANKA_1437900	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1431837;1432092;1432506;1432704	1431878;1432279;1432554;1432826	-;-;-;-	402	64	274	39	18	72	15	101	46	37	0	23	12	0	42	17	11	4	6	10	24	0	0	40	26	56	179	127	182
PBANKA_0932700	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	1190170;1190430;1190728	1190266;1190526;1190977	-;-;-	444	405	354	47	46	96	55	162	119	72	0	64	30	0	8	12	7	5	0	3	35	1	2	89	135	158	200	100	182
PBANKA_1446400	PbANKA_14_v3;PbANKA_14_v3	1781011;1781254	1781080;1781387	-;-	204	144	507	57	48	137	48	187	174	55	0	40	23	0	15	17	6	4	4	2	43	1	3	113	121	141	200	198	181
PBANKA_1001900	PbANKA_10_v3;PbANKA_10_v3	131268;131453	131348;131827	-;-	456	14	60	9	6	23	5	16	3	10	2	5	3	0	2	22	9	2	1	0	13	0	1	54	97	117	206	162	181
PBANKA_1000900	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	73156;73334;73540;73725;73995	73224;73408;73605;73795;74160	-;-;-;-;-	447	17	91	6	5	31	6	15	1	4	0	8	4	0	11	13	3	0	4	3	12	1	1	62	69	68	260	170	180
PBANKA_0507700	PbANKA_05_v3	325188	325475	-	288	217	268	15	9	41	8	133	12	49	0	61	22	0	34	595	196	69	32	13	77	7	5	5	7	8	147	141	180
PBANKA_0622900	PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3	921091;921324;921519;921669	921141;921364;921551;921843	+;+;+;+	300	28	41	26	14	46	27	41	54	74	2	49	20	0	26	88	35	21	9	20	65	3	3	66	65	61	202	140	180
PBANKA_0523000	PbANKA_05_v3	862161	862580	-	420	27	69	7	2	27	4	27	4	3	0	14	6	2	26	47	10	9	4	8	49	1	0	45	52	33	190	134	180
PBANKA_0501400	PbANKA_05_v3	58050	58817	-	768	22	32	16	14	35	6	32	9	2	1	23	3	0	15	32	16	8	4	5	27	0	3	21	61	61	223	91	180
PBANKA_1030700	PbANKA_10_v3	1239339	1240784	+	1446	28	131	7	11	22	4	58	16	5	0	17	7	1	37	102	29	17	44	14	50	3	9	57	81	90	303	282	179
PBANKA_1246200	PbANKA_12_v3;PbANKA_12_v3	1767227;1767483	1767310;1767929	+;+	531	6	4	6	3	19	13	12	5	2	0	8	5	0	3	9	3	2	0	1	2	0	0	95	87	65	168	211	179
PBANKA_1462100	PbANKA_14_v3	2345306	2345761	+	456	13	83	13	8	28	10	31	0	11	0	16	5	0	13	147	56	16	6	6	18	1	9	45	36	47	183	141	179
PBANKA_1361700	PbANKA_13_v3	2359314	2359673	-	360	106	454	15	4	50	14	84	17	11	0	49	9	0	39	43	8	9	35	9	102	2	5	39	61	40	273	137	179
PBANKA_0616200	PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3	698518;698640;698811;698977;699147;699398;699603;699798;701911;702110	698520;698707;698853;699041;699216;699503;699652;701772;701963;702877	+;+;+;+;+;+;+;+;+;+	3201	390	1037	437	296	1338	604	2201	1622	582	4	930	430	1	287	485	260	190	459	156	697	84	86	85	68	86	261	223	178
PBANKA_1361900	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	2363706;2363984;2364223	2363782;2364104;2364612	-;-;-	588	60	198	22	16	102	22	68	13	38	1	41	14	0	18	19	11	3	3	2	26	0	1	121	153	196	135	128	178
PBANKA_0921300	PbANKA_09_v3	778621	779148	+	528	96	199	126	79	356	159	361	178	579	0	336	152	0	34	409	146	63	10	9	69	6	11	64	104	132	110	164	177
PBANKA_0714800	PbANKA_07_v3	553946	555280	+	1335	140	590	24	18	56	17	177	34	22	0	12	8	0	25	34	11	5	21	7	50	4	7	78	163	189	200	155	177
PBANKA_0108900	PbANKA_01_v3;PbANKA_01_v3	364126;364599	364396;364699	-;-	372	38	60	33	38	141	55	57	44	92	0	62	37	0	5	38	13	1	1	5	18	1	0	218	237	321	128	114	177
PBANKA_1361500	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	2349366;2349551;2349733;2349924;2350303;2351182;2351399;2351703	2349436;2349631;2349792;2350191;2351078;2351301;2351548;2352348	-;-;-;-;-;-;-;-	2172	38	73	167	88	105	85	122	72	217	1	114	91	3	25	1306	338	138	24	41	33	4	27	175	124	154	195	332	175
PBANKA_0713400	PbANKA_07_v3;PbANKA_07_v3	510740;512819	512335;512881	+;+	1659	75	357	42	27	164	42	170	53	85	1	66	41	0	81	79	23	8	11	24	123	6	16	58	69	83	222	213	175
PBANKA_0201000	PbANKA_02_v3;PbANKA_02_v3	25817;26703	26524;26771	-;-	777	5	16	18	21	85	29	56	12	25	0	26	19	0	14	46	15	4	2	7	5	1	1	70	89	124	168	177	175
PBANKA_0942100	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	1522771;1522954;1523117;1523275;1523461;1523631;1523811;1524011;1524567	1522844;1523004;1523176;1523351;1523523;1523700;1523924;1524343;1524978	-;-;-;-;-;-;-;-;-	1254	345	1577	30	35	301	58	551	118	62	1	106	35	0	84	36	11	7	7	12	108	7	12	134	196	234	195	159	175
PBANKA_0613400	PbANKA_06_v3	580246	581271	-	1026	486	2438	27	25	138	33	996	345	76	0	47	47	0	56	64	23	18	79	18	162	12	48	123	175	191	186	154	175
PBANKA_1411900	PbANKA_14_v3;PbANKA_14_v3	496691;500383	500148;501484	-;-	4560	9	60	14	13	32	13	64	19	6	2	26	13	1	25	103	26	18	6	28	37	0	4	39	41	40	157	150	175
PBANKA_1422600	PbANKA_14_v3	886557	887576	+	1020	7	21	10	1	15	6	15	1	3	1	2	3	0	17	28	11	5	5	11	19	0	1	31	58	84	183	139	175
PBANKA_1403200	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	192203;192557;192835;193186;193385;193593	192424;192736;193037;193282;193469;193633	+;+;+;+;+;+	828	20	30	14	13	15	5	15	5	33	1	5	7	0	15	36	7	5	2	4	8	2	3	191	219	276	234	205	174
PBANKA_0403200	PbANKA_04_v3	115144	116166	-	1023	6833	7098	878	661	2986	1124	6090	4748	1005	0	2626	772	9	662	98	45	46	128	71	1524	153	320	23	15	25	839	134	174
PBANKA_0718200	PbANKA_07_v3	654617	655252	-	636	84	160	38	30	105	45	135	46	60	0	38	16	0	10	64	25	10	27	9	19	7	15	81	113	112	239	198	173
PBANKA_1128400	PbANKA_11_v3;PbANKA_11_v3	1062129;1062322	1062200;1062972	+;+	723	16	77	9	4	27	3	22	5	4	0	6	5	0	11	28	8	4	18	5	21	0	1	19	48	40	226	187	173
PBANKA_1409100	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	403607;403745;403888;404105;404355;404619	403632;403781;403944;404228;404466;404850	-;-;-;-;-;-	588	25	54	28	20	55	30	106	55	50	0	28	12	0	12	37	12	8	2	4	42	3	5	84	138	152	188	149	171
PBANKA_0104300	PbANKA_01_v3;PbANKA_01_v3	176651;176862	176728;178580	-;-	1797	6	3	17	4	12	4	6	3	11	2	4	3	0	12	109	27	17	15	8	15	2	2	83	79	78	172	180	170
